,link,#_clicks,most_freq_positioning
2574,luxembourg (city),1.0,bottom
2575,lyme disease,4.0,center-bottom
2576,lyndon b. johnson,8.0,center-top
2577,lynton and barnstaple railway,1.0,bottom
2578,lyon,2.0,center
2579,m*a*s*h (tv series),2.0,bottom
2580,m-10001,0.0,top
2581,m-10003-6,0.0,bottom
2582,m1 motorway,5.0,center
2583,m25 motorway,5.0,top
2584,m6 motorway,4.0,bottom
2585,mini (bmw),8.0,bottom
2586,macau,2.0,top
2587,macbeth,15.0,top
2588,macbeth of scotland,6.0,top
2589,macedon,6.0,top
2590,machu picchu,4.0,center-bottom
2591,macintosh,31.0,top
2592,mackenzie river,3.0,bottom
2593,madagascar,34.0,bottom
2594,madama butterfly,4.0,center-top
2595,madrid,16.0,bottom
2596,magdalena abakanowicz,0.0,bottom
2597,magellanic penguin,7.0,bottom
2598,maghreb,17.0,top
2599,magic  the gathering,7.0,bottom
2600,maglev train,1.0,bottom
2601,magma,11.0,top
2602,magna carta,9.0,top
2603,magnesium,14.0,center
2604,magnet,8.0,center-bottom
2605,magnetism,20.0,top
2606,magpie,2.0,center
2607,mahabharata,3.0,top
2608,mahatma gandhi,13.0,top
2609,mahjong,5.0,bottom
2610,mahmoud abbas,1.0,center
2611,maiasaura,1.0,center-top
2612,maize,48.0,top
2613,makuria,3.0,top
2614,malaria,20.0,top
2615,malaspina glacier,2.0,center-top
2616,malawi,5.0,bottom
2617,malaysia,30.0,bottom
2618,malcolm iii of scotland,0.0,center-top
2619,malcolm ii of scotland,2.0,bottom
2620,malcolm x,2.0,top
2621,maldives,5.0,bottom
2622,mali,4.0,bottom
2623,mallard,1.0,center-top
2624,malta,5.0,bottom
2625,malwa (madhya pradesh),2.0,bottom
2626,mamenchisaurus,0.0,bottom
2627,mammal,407.0,top
2628,mammoth,5.0,top
2629,mammoth cave national park,4.0,bottom
2630,mancala,2.0,center-top
2631,manchester,12.0,top
2632,manchester united f.c.,16.0,bottom
2633,mandan,3.0,center
2634,manganese,3.0,center
2635,mango,4.0,bottom
2636,manifest destiny,12.0,center-top
2637,manifold,5.0,center-bottom
2638,manila,4.0,center-top
2639,manorialism,2.0,bottom
2640,manuel i komnenos,2.0,center
2641,manufacturing,42.0,top
2642,mao zedong,6.0,center-bottom
2643,map projection,4.0,bottom
2644,maputo,4.0,center
2645,marc pugh,0.0,bottom
2646,marcel lefebvre,2.0,bottom
2647,marcel proust,0.0,bottom
2648,marco polo,8.0,top
2649,marcus allen,3.0,center-bottom
2650,margaret sanger,4.0,center-bottom
2651,margaret thatcher,6.0,center-bottom
2652,margate,0.0,top
2653,margin of error,2.0,top
2654,marginated tortoise,0.0,bottom
2655,marie curie,8.0,top
2656,mario,11.0,top
2657,marjoram,1.0,center
2658,mark antony,11.0,top
2659,mark twain,11.0,center-bottom
2660,mark twain house,1.0,bottom
2661,mark webber,2.0,bottom
2662,market,33.0,center
2663,markup language,7.0,bottom
2664,mars,54.0,bottom
2665,mars exploration rover,11.0,bottom
2666,mars reconnaissance orbiter,11.0,top
2667,marseille,3.0,top
2668,marshall islands,8.0,center
2669,marshall plan,1.0,top
2670,martello tower,0.0,bottom
2671,martin luther,22.0,top
2672,"martin luther king, jr.",17.0,center-top
2673,martin van buren,6.0,center-top
2674,martina navratilova,1.0,top
2675,martinique,4.0,top
2676,marvin gaye,1.0,center-top
2677,marxism,11.0,top
2678,mary ii of england,7.0,top
2679,mary i of england,3.0,top
2680,mary i of scotland,6.0,bottom
2681,mary kingsley,0.0,bottom
2682,mary seacole,1.0,bottom
2683,mary somerville,0.0,bottom
2684,maseru,0.0,center
2685,mass rapid transit (singapore),5.0,bottom
2686,mass media,97.0,center-top
2687,massospondylus,4.0,bottom
2688,material properties of diamond,1.0,center-top
2689,mathematical analysis,9.0,top
2690,mathematics,127.0,top
2691,matilda of boulogne,2.0,center-top
2692,matrix (mathematics),8.0,bottom
2693,matsuo bashō,1.0,bottom
2694,matter,25.0,top
2695,matthew brettingham,1.0,center-top
2696,mauna loa,5.0,center-bottom
2697,mauritania,6.0,bottom
2698,mauritius,5.0,bottom
2699,mausoleum of maussollos,0.0,bottom
2700,mauthausen-gusen concentration camp,4.0,bottom
2701,max planck,4.0,center-top
2702,max weber,8.0,bottom
2703,maxwell's equations,13.0,top
2704,maya civilization,12.0,top
2705,maya mythology,5.0,center-bottom
2706,mayotte,4.0,center-bottom
2707,mbabane,1.0,bottom
2708,mcfly (band),2.0,bottom
2709,meander,2.0,top
2710,measles,7.0,center-bottom
2711,measurement,7.0,center
2712,meat,21.0,center-top
2713,mecca,9.0,top
2714,mechanical work,8.0,top
2715,medal of honor,8.0,bottom
2716,medicine,74.0,top
2717,medieval commune,4.0,bottom
2718,medieval literature,8.0,top
2719,medieval music,5.0,center
2720,mediterranean sea,115.0,top
2721,mega man x (character),0.0,bottom
2722,meitnerium,0.0,bottom
2723,mekong,5.0,center
2724,melbourne,14.0,center-top
2725,mendelevium,5.0,center-top
2726,mendip hills,2.0,top
2727,meningitis,2.0,top
2728,menstrual cycle,7.0,center
2729,mentha,5.0,bottom
2730,menthol,4.0,bottom
2731,mercantilism,9.0,top
2732,mercia,2.0,center-top
2733,mercury (element),18.0,bottom
2734,mercury (planet),13.0,bottom
2735,merrimack river,2.0,center-top
2736,merseburg incantations,1.0,top
2737,mesopotamia,84.0,top
2738,mestizo,11.0,bottom
2739,metal,67.0,top
2740,metallurgy,5.0,top
2741,metamorphic rock,2.0,top
2742,meteor,9.0,bottom
2743,meteor shower,5.0,bottom
2744,meteorological history of hurricane katrina,3.0,bottom
2745,meteorology,21.0,top
2746,metric expansion of space,4.0,center-top
2747,mexico,378.0,top
2748,mexico city,74.0,center-top
2749,"miami, florida",20.0,top
2750,michael faraday,14.0,top
2751,michael jordan,10.0,center
2752,michael ramsey,3.0,bottom
2753,michael woodruff,0.0,bottom
2754,michelangelo,19.0,center-bottom
2755,michigan state university,7.0,center
2756,mickey mantle,3.0,center
2757,microraptor,3.0,center-bottom
2758,microscope,21.0,top
2759,microsoft,62.0,top
2760,microsoft windows,47.0,top
2761,middle ages,153.0,top
2762,middle east,98.0,top
2763,midway atoll,3.0,bottom
2764,miguel de cervantes,3.0,bottom
2765,mikhail gorbachev,13.0,center-top
2766,milan,10.0,top
2767,miles davis,8.0,center
2768,milgram experiment,0.0,bottom
2769,military dictatorship,6.0,top
2770,military history of canada,0.0,bottom
2771,military history of france,0.0,bottom
2772,military history of puerto rico,0.0,bottom
2773,military history of the soviet union,0.0,bottom
2774,milk,39.0,top
2775,milk thistle,0.0,bottom
2776,milkshake,3.0,bottom
2777,milky way,21.0,center-top
2778,millard fillmore,1.0,center-bottom
2779,milton keynes,3.0,bottom
2780,mind,51.0,top
2781,mineral,56.0,top
2782,ming dynasty,12.0,top
2783,mini,8.0,top
2784,minimum wage,4.0,top
2785,mining,17.0,center
2786,minmi (dinosaur),2.0,bottom
2787,"minneapolis, minnesota",4.0,bottom
2788,minnesota,31.0,top
2789,minoan civilization,6.0,top
2790,minstrel show,6.0,center
2791,miocene,5.0,top
2792,mir,4.0,bottom
2793,mirabilis (plant),0.0,bottom
2794,miranda otto,1.0,center-bottom
2795,mississippi river,36.0,top
2796,missouri river,13.0,top
2797,mistle thrush,1.0,center
2798,mitochondrial eve,6.0,bottom
2799,mitochondrion,10.0,center-top
2800,mixed-breed dog,3.0,bottom
2801,mixtape,0.0,bottom
2802,modern history,3.0,bottom
2803,modernist poetry in english,2.0,top
2804,mogadishu,4.0,center-top
2805,mohs scale of mineral hardness,7.0,top
2806,moldova,3.0,bottom
2807,moldovans,2.0,center-bottom
2808,mole (animal),3.0,bottom
2809,molybdenum,1.0,center
2810,momentum,11.0,top
2811,mona lisa,10.0,center
2812,monaco,4.0,bottom
2813,monaco grand prix,2.0,center-bottom
2814,monarchies in the european union,3.0,bottom
2815,monarchy,27.0,top
2816,monarda didyma,0.0,bottom
2817,money,62.0,top
2818,mongol empire,15.0,top
2819,mongol invasion of central asia,0.0,bottom
2820,mongolia,16.0,top
2821,mongoose,3.0,center-bottom
2822,monkey,11.0,top
2823,monoclonius,3.0,bottom
2824,monopoly (game),6.0,bottom
2825,monrovia,1.0,center-top
2826,montenegro,7.0,bottom
2827,montevideo,2.0,center-top
2828,montreal,7.0,center-top
2829,montreal metro,2.0,center-bottom
2830,montserrat,3.0,bottom
2831,monty python,6.0,bottom
2832,moon,81.0,top
2833,moon landing,11.0,center
2834,moore's law,2.0,bottom
2835,moorgate,0.0,bottom
2836,moorhen,0.0,bottom
2837,morecambe bay,0.0,center-top
2838,morecambe and wise,0.0,center-bottom
2839,moringa oleifera,0.0,bottom
2840,mormon,8.0,center-top
2841,mormon trail,1.0,bottom
2842,morocco,25.0,bottom
2843,morphine,8.0,bottom
2844,morris dance,5.0,bottom
2845,mosaic,8.0,center
2846,moscow,17.0,top
2847,mosque,11.0,top
2848,moss,8.0,center
2849,mother teresa,1.0,center-bottom
2850,motion (physics),25.0,bottom
2851,mount baker,3.0,bottom
2852,mount everest,14.0,top
2853,mount kilimanjaro,9.0,top
2854,mount nyiragongo,1.0,center-bottom
2855,"mount osmond, south australia",0.0,bottom
2856,mount pinatubo,7.0,center
2857,mount rainier,2.0,top
2858,mount rushmore,6.0,top
2859,mount st. helens,6.0,top
2860,mount unzen,1.0,bottom
2861,mount vesuvius,5.0,center-top
2862,mountain gorilla,2.0,bottom
2863,mozambique,13.0,bottom
2864,mozilla firefox,8.0,bottom
2865,mu arae,2.0,bottom
2866,muhammad,34.0,top
2867,muhammad ali,0.0,center-bottom
2868,muhammad ali jinnah,1.0,center
2869,muhammad iqbal,1.0,center
2870,muhammad ibn musa al-khwarizmi,6.0,center-top
2871,multiculturalism,18.0,bottom
2872,multiple sclerosis,3.0,center-bottom
2873,multiple sequence alignment,3.0,center-bottom
2874,mumbai,6.0,center
2875,mummy,4.0,center
2876,munich,8.0,top
2877,murray river,3.0,top
2878,"muscat, oman",1.0,bottom
2879,music,207.0,top
2880,music of albania,0.0,bottom
2881,music of antigua and barbuda,3.0,bottom
2882,music of barbados,6.0,bottom
2883,music of dominica,4.0,bottom
2884,music of hawaii,3.0,bottom
2885,music of hungary,1.0,bottom
2886,music of ireland,5.0,bottom
2887,music of italy,1.0,bottom
2888,music of martinique and guadeloupe,0.0,bottom
2889,music of new zealand,2.0,bottom
2890,music of spain,9.0,bottom
2891,music of thailand,0.0,bottom
2892,music of trinidad and tobago,2.0,top
2893,music of the bahamas,1.0,bottom
2894,music of the lesser antilles,1.0,bottom
2895,music of the united states,25.0,top
2896,music of the trecento,4.0,bottom
2897,musical instrument,33.0,top
2898,mustard plant,5.0,bottom
2899,mustard seed,4.0,bottom
2900,muttaburrasaurus,0.0,center-top
2901,myanmar,11.0,bottom
2902,myco-heterotrophy,3.0,bottom
2903,myers-briggs type indicator,3.0,top
2904,myocardial infarction,6.0,top
2905,mysticism,11.0,center-top
2906,mythology,89.0,top
2907,myxobolus cerebralis,3.0,bottom
2908,nato,37.0,top
2909,nadia comăneci,0.0,bottom
2910,nagorno-karabakh war,1.0,bottom
2911,nahuatl language,2.0,top
2912,nairobi,4.0,center
2913,naked mole rat,0.0,bottom
2914,names of god in judaism,9.0,bottom
2915,namibia,9.0,bottom
2916,nanomedicine,0.0,bottom
2917,napoleon i of france,26.0,center-top
2918,napoleonic wars,23.0,top
2919,napster,5.0,center-top
2920,nash equilibrium,4.0,top
2921,"nashville, tennessee",7.0,center-bottom
2922,natalie portman,7.0,center-top
2923,nathu la,3.0,center
2924,national anthem of russia,1.0,bottom
2925,"national gallery, london",7.0,center-top
2926,national hockey league,15.0,bottom
2927,national parks of england and wales,0.0,bottom
2928,nationalism,24.0,top
2929,nationality,17.0,top
2930,natural disaster,5.0,top
2931,natural gas,32.0,center
2932,natural selection,32.0,top
2933,nature,50.0,top
2934,nauru,7.0,bottom
2935,naval battle of guadalcanal,7.0,center
2936,navassa island,3.0,bottom
2937,nazi germany,52.0,top
2938,nazism,26.0,top
2939,necktie,5.0,center-bottom
2940,negros oriental,0.0,bottom
2941,neighbours,4.0,bottom
2942,neil armstrong,28.0,center-bottom
2943,neil young,8.0,center
2944,nelson mandela,8.0,center
2945,nematode,2.0,center-top
2946,neoclassicism,7.0,top
2947,neodymium,2.0,bottom
2948,neon,2.0,center-top
2949,nepal,5.0,top
2950,nepenthes rajah,0.0,bottom
2951,nephron,0.0,bottom
2952,neptune,13.0,top
2953,neptunium,2.0,top
2954,netball,1.0,bottom
2955,netherlands,111.0,top
2956,netherlands antilles,3.0,top
2957,neutron,16.0,center-top
2958,new caledonia,5.0,top
2959,new delhi,4.0,top
2960,new england patriots,2.0,center-top
2961,new forest,4.0,center
2962,new york city,180.0,top
2963,new york city subway nomenclature,0.0,bottom
2964,new zealand,54.0,top
2965,new moon,3.0,center-top
2966,"newark, new jersey",13.0,bottom
2967,newcastle upon tyne,0.0,center-top
2968,newmarket,1.0,center
2969,newshounds,0.0,bottom
2970,newspaper,45.0,top
2971,newsround,0.0,bottom
2972,niagara falls,6.0,center-top
2973,nicaragua,5.0,top
2974,niccolò machiavelli,3.0,center-top
2975,niccolò paganini,0.0,bottom
2976,niccolò dell'abbate,0.0,bottom
2977,nickel,9.0,top
2978,nicobar long-tailed macaque,0.0,bottom
2979,nicolaus copernicus,7.0,center
2980,niels bohr,6.0,center-top
2981,nigella,0.0,bottom
2982,niger,7.0,bottom
2983,niger river,5.0,center
2984,nigeria,20.0,bottom
2985,nightingale,2.0,center
2986,nikola tesla,10.0,center
2987,nikolai rimsky-korsakov,2.0,center-bottom
2988,nile,21.0,top
2989,nine million bicycles,0.0,bottom
2990,nineteen eighty-four,5.0,bottom
2991,nintendo,30.0,top
2992,nintendo ds,9.0,center-top
2993,nintendo entertainment system,20.0,center-top
2994,niobium,2.0,center
2995,nirvana (band),20.0,bottom
2996,nitrification,3.0,center-top
2997,nitrogen,24.0,center-top
2998,nitrogen cycle,3.0,center-bottom
2999,nitrogen fixation,10.0,center
3000,niue,4.0,top
3001,noam chomsky,3.0,bottom
3002,nobel peace prize,21.0,bottom
3003,nobelium,3.0,center-top
3004,nobiin language,2.0,bottom
3005,norfolk,9.0,top
3006,norfolk island,4.0,center-bottom
3007,norman borlaug,1.0,center-top
3008,norman conquest of england,5.0,top
3009,norse mythology,58.0,top
3010,north africa,102.0,top
3011,north america,436.0,top
3012,north atlantic oscillation,1.0,top
3013,north korea,20.0,bottom
3014,north sea,44.0,top
3015,north sea flood of 1953,1.0,center-top
3016,north sea oil,3.0,center
3017,northern ireland,31.0,top
3018,northern mariana islands,7.0,center-top
3019,northern pacific railway,2.0,bottom
3020,northwest africa,12.0,center
3021,norway,59.0,top
3022,norwich,3.0,bottom
3023,nostradamus,4.0,bottom
3024,nottingham,12.0,center-bottom
3025,nouakchott,3.0,top
3026,novel,65.0,top
3027,novelty (locomotive),0.0,bottom
3028,nuclear fission,15.0,top
3029,nuclear power,20.0,center-bottom
3030,nuclear weapon,61.0,top
3031,number,27.0,top
3032,numismatics,5.0,center-top
3033,nurse sharks,2.0,center-bottom
3034,nuthatch,1.0,bottom
3035,nutmeg,13.0,top
3036,nutrition,29.0,center-top
3037,oasis (band),4.0,bottom
3038,oat,9.0,top
3039,obi-wan kenobi,12.0,center-top
3040,ocean,94.0,top
3041,oceania,10.0,top
3042,oceanography,11.0,top
3043,odin,12.0,top
3044,odysseus,7.0,top
3045,odyssey,18.0,top
3046,oenothera,1.0,bottom
3047,ohm,0.0,bottom
3048,oil painting,7.0,top
3049,oil refinery,6.0,center-top
3050,oil reservoir,4.0,bottom
3051,okapi,2.0,center-bottom
3052,olaudah equiano,1.0,bottom
3053,old english language,33.0,top
3054,old nubian language,0.0,bottom
3055,old swiss confederacy,2.0,bottom
3056,oleg of novgorod,1.0,bottom
3057,oligarchy,12.0,top
3058,oligocene,5.0,top
3059,olive oil,16.0,center-top
3060,oliver cromwell,9.0,top
3061,oliver twist,5.0,center-bottom
3062,ollanta humala,0.0,center-top
3063,olmec,1.0,top
3064,olympic games,97.0,bottom
3065,oman,1.0,bottom
3066,omega-3 fatty acid,3.0,bottom
3067,one flew over the cuckoo's nest (novel),1.0,bottom
3068,one foot in the grave,0.0,bottom
3069,onion,6.0,top
3070,onion dome,1.0,center-top
3071,openbsd,3.0,bottom
3072,openoffice.org,3.0,top
3073,open cluster,1.0,top
3074,open source,7.0,top
3075,opera,60.0,bottom
3076,oppression,10.0,top
3077,optical fiber,41.0,bottom
3078,optical microscope,4.0,top
3079,optical telescope,4.0,bottom
3080,opuntia imbricata,0.0,bottom
3081,opus dei,2.0,top
3082,orbit (anatomy),3.0,bottom
3083,orca,9.0,center-top
3084,order of canada,1.0,center-bottom
3085,order of st. patrick,4.0,bottom
3086,order of the bath,3.0,center-top
3087,order of the garter,4.0,center-bottom
3088,order of the thistle,3.0,bottom
3089,ordinal number,2.0,bottom
3090,ordinary differential equation,3.0,center-bottom
3091,ordination of women,3.0,bottom
3092,ordovician,2.0,top
3093,oregano,2.0,center
3094,oregon,29.0,center-top
3095,organism,162.0,top
3096,organization,24.0,top
3097,orion nebula,3.0,top
3098,orkney,6.0,center-top
3099,ormulum,0.0,bottom
3100,ornithischia,3.0,center
3101,oroonoko,2.0,center-bottom
3102,osaka,5.0,center-bottom
3103,osama bin laden,15.0,center-top
3104,osiris,4.0,center-bottom
3105,oslo,9.0,top
3106,osmium,4.0,top
3107,osprey,2.0,center-bottom
3108,osteomalacia,3.0,bottom
3109,ostrich,9.0,top
3110,oswald of northumbria,0.0,center-bottom
3111,ottawa,7.0,top
3112,otter,5.0,bottom
3113,otto von bismarck,3.0,top
3114,ottoman empire,36.0,top
3115,ouagadougou,3.0,top
3116,outer hebrides,2.0,top
3117,overseas railroad,0.0,center-top
3118,oviraptor,3.0,center-top
3119,owl,12.0,top
3120,oxbow lake,5.0,top
3121,oxford,22.0,top
3122,oxygen,68.0,center-top
3123,oxyrhynchus,3.0,bottom
3124,ozone,8.0,center-top
3125,ozone depletion,3.0,center
3126,póvoa de varzim,0.0,center
3127,pong,5.0,top
3128,prr gg1,2.0,bottom
3129,prr m1,0.0,bottom
3130,psr b1620-26c,1.0,bottom
3131,pablo picasso,9.0,bottom
3132,pac-man,6.0,center-top
3133,pachycephalosaurus,2.0,bottom
3134,pacific ocean,188.0,top
3135,painting,42.0,top
3136,pakistan,35.0,top
3137,palace of westminster,22.0,bottom
3138,palau,1.0,center
3139,palazzo pitti,1.0,bottom
3140,paleocene,4.0,center-bottom
3141,paleontology,29.0,center-top
3142,palestinian territories,3.0,center-bottom
3143,pali canon,2.0,top
3144,palio di siena,0.0,bottom
3145,palladian architecture,0.0,center-top
3146,palladium,7.0,center-bottom
3147,palm oil,3.0,center-bottom
3148,palmyra atoll,0.0,center
3149,pan am flight 103,4.0,center
3150,panama,17.0,top
3151,panama canal,19.0,top
3152,pandanus,0.0,center-bottom
3153,papal conclave,0.0,top
3154,paprika,1.0,bottom
3155,papua new guinea,13.0,bottom
3156,paraguay,5.0,top
3157,parasaurolophus,0.0,bottom
3158,paricutín,0.0,bottom
3159,paris,98.0,top
3160,park,9.0,center-bottom
3161,parliament of canada,10.0,top
3162,parliament of malaysia,4.0,bottom
3163,parliament of the united kingdom,30.0,top
3164,parliamentary system,17.0,center-top
3165,parrot,16.0,top
3166,parsley,2.0,center-top
3167,parsnip,2.0,center-top
3168,parthenon,6.0,top
3169,pashtun people,0.0,center
3170,passenger pigeon,3.0,bottom
3171,pat cash,1.0,bottom
3172,patna,2.0,center-top
3173,paul cézanne,2.0,center-top
3174,paul dirac,6.0,center-top
3175,paul kane,1.0,center-top
3176,paul mccartney,9.0,center-bottom
3177,paul of tarsus,16.0,center-top
3178,pea,9.0,top
3179,peace,16.0,center-top
3180,peaceful coexistence,1.0,bottom
3181,peafowl,0.0,top
